,Column,Feature,Importance Score
3951,Column_3951,inkel,0
3952,Column_3952,inkel ,2
3953,Column_3953,inks,0
3954,Column_3954,inl,0
3955,Column_3955,inle,0
3956,Column_3956,inleg,0
3957,Column_3957,inlege,0
3958,Column_3958,inlegeb,31
3959,Column_3959,inlegebo,14
3960,Column_3960,inleger,0
3961,Column_3961,inleger ,2
3962,Column_3962,inn,52
3963,Column_3963,inne,18
3964,Column_3964,inne ,0
3965,Column_3965,innen,0
3966,Column_3966,innen ,0
3967,Column_3967,innen h,0
3968,Column_3968,innen hi,0
3969,Column_3969,innen v,0
3970,Column_3970,innen vo,0
3971,Column_3971,innenb,22
3972,Column_3972,innenbl,5
3973,Column_3973,innenble,0
3974,Column_3974,ins,2
3975,Column_3975,inst,2
3976,Column_3976,insti,0
3977,Column_3977,instie,0
3978,Column_3978,instieg,0
3979,Column_3979,instieg ,0
3980,Column_3980,int,0
3981,Column_3981,inte,0
3982,Column_3982,intei,0
3983,Column_3983,inteil,0
3984,Column_3984,inteile,0
3985,Column_3985,inteile ,7
3986,Column_3986,inten,2
3987,Column_3987,inten ,0
3988,Column_3988,inten a,0
3989,Column_3989,inten au,0
3990,Column_3990,inten b,1
3991,Column_3991,inten i,0
3992,Column_3992,inten m,0
3993,Column_3993,inten mi,0
3994,Column_3994,inten o,0
3995,Column_3995,inten ob,12
3996,Column_3996,inten s,0
3997,Column_3997,inten u,0
3998,Column_3998,inten un,0
3999,Column_3999,ion,0
4000,Column_4000,ions,0
4001,Column_4001,ionst,0
4002,Column_4002,ionstr,0
4003,Column_4003,ionstra,0
4004,Column_4004,ionstrae,0
4005,Column_4005,irb,0
4006,Column_4006,irba,0
4007,Column_4007,irbag,0
4008,Column_4008,irbag ,0
4009,Column_4009,irn,0
4010,Column_4010,irnw,0
4011,Column_4011,irnwa,0
4012,Column_4012,irnwan,0
4013,Column_4013,irnwand,0
4014,Column_4014,irnwand ,0
4015,Column_4015,is ,1
4016,Column_4016,isc,0
4017,Column_4017,isch,0
4018,Column_4018,ischa,0
4019,Column_4019,ische,0
4020,Column_4020,ischer,0
4021,Column_4021,ischl,0
4022,Column_4022,ischlu,0
4023,Column_4023,ischluf,0
4024,Column_4024,ischluft,0
4025,Column_4025,isi,0
4026,Column_4026,iso,0
4027,Column_4027,isof,0
4028,Column_4028,isofi,0
4029,Column_4029,isofix,0
4030,Column_4030,isol,0
4031,Column_4031,isoli,0
4032,Column_4032,isolie,0
4033,Column_4033,isolier,0
4034,Column_4034,isolieru,0
4035,Column_4035,isp,77
4036,Column_4036,iss,0
4037,Column_4037,ist,0
4038,Column_4038,iste,0
4039,Column_4039,iste ,0
4040,Column_4040,iste e,2
4041,Column_4041,iste ei,6
4042,Column_4042,iste ein,0
4043,Column_4043,iste s,0
4044,Column_4044,it ,0
4045,Column_4045,ita,0
4046,Column_4046,itaf,0
4047,Column_4047,itafe,0
4048,Column_4048,itafel,0
4049,Column_4049,itafel ,0
4050,Column_4050,ite,0
4051,Column_4051,ite ,0
4052,Column_4052,ite s,0
4053,Column_4053,ite st,0
4054,Column_4054,iten,0
4055,Column_4055,itena,0
4056,Column_4056,itenau,0
4057,Column_4057,itenauf,0
4058,Column_4058,itenaufp,0
4059,Column_4059,itenr,0
4060,Column_4060,itenra,0
4061,Column_4061,itenrah,0
4062,Column_4062,itenrahm,0
4063,Column_4063,itens,1
4064,Column_4064,itensc,0
4065,Column_4065,itensch,0
4066,Column_4066,itensche,0
4067,Column_4067,itent,0
4068,Column_4068,itente,0
4069,Column_4069,itentei,0
4070,Column_4070,itenteil,0
4071,Column_4071,itenv,0
4072,Column_4072,itenve,0
4073,Column_4073,itenver,0
4074,Column_4074,itenverk,41
4075,Column_4075,itenw,0
4076,Column_4076,itenwa,0
4077,Column_4077,itenwan,0
4078,Column_4078,itenwand,0
4079,Column_4079,itl,0
4080,Column_4080,itli,0
4081,Column_4081,itlic,0
4082,Column_4082,itlich,0
4083,Column_4083,itlich ,0
4084,Column_4084,itt,3
4085,Column_4085,itte,0
4086,Column_4086,itte ,0
4087,Column_4087,ittel,0
4088,Column_4088,itu,0
4089,Column_4089,itun,0
4090,Column_4090,itung,0
4091,Column_4091,itung ,0
4092,Column_4092,itz,0
4093,Column_4093,itz ,0
4094,Column_4094,itz h,0
4095,Column_4095,itz hi,0
4096,Column_4096,itz v,0
4097,Column_4097,itz vo,0
4098,Column_4098,itzb,0
4099,Column_4099,itzbl,0
4100,Column_4100,itzble,0
4101,Column_4101,itzblen,0
4102,Column_4102,itzblend,0
4103,Column_4103,itzq,0
4104,Column_4104,itzqu,0
4105,Column_4105,itzque,0
4106,Column_4106,itzquer,0
4107,Column_4107,itzquert,0
4108,Column_4108,izk,0
4109,Column_4109,izka,0
4110,Column_4110,izkan,0
4111,Column_4111,izkana,0
4112,Column_4112,izkanal,0
4113,Column_4113,izkanal ,0
4114,Column_4114,k a,0
4115,Column_4115,k as,0
4116,Column_4116,k asa,0
4117,Column_4117,k asae,0
4118,Column_4118,k asaeu,0
4119,Column_4119,k asaeul,0
4120,Column_4120,k b,0
4121,Column_4121,k c,0
4122,Column_4122,k m,0
4123,Column_4123,k r,0
4124,Column_4124,k s,0
4125,Column_4125,k sc,0
4126,Column_4126,k sch,0
4127,Column_4127,k t,0
4128,Column_4128,k u,0
4129,Column_4129,ka ,0
4130,Column_4130,kab,0
4131,Column_4131,kabe,0
4132,Column_4132,kabel,0
4133,Column_4133,kal,0
4134,Column_4134,kalt,0
4135,Column_4135,kaltl,0
4136,Column_4136,kaltlu,0
4137,Column_4137,kaltluf,0
4138,Column_4138,kaltluft,0
4139,Column_4139,kan,3
4140,Column_4140,kana,0
4141,Column_4141,kanal,0
4142,Column_4142,kanal ,0
4143,Column_4143,kanal b,0
4144,Column_4144,kanal bf,0
4145,Column_4145,kanal f,0
4146,Column_4146,kanal fs,0
4147,Column_4147,kant,32
4148,Column_4148,kante,11
4149,Column_4149,kanten,0
4150,Column_4150,kantens,1
4151,Column_4151,kantensc,0
4152,Column_4152,kap,0
4153,Column_4153,kapp,0
4154,Column_4154,kappe,0
4155,Column_4155,kappe ,0
4156,Column_4156,kar,0
4157,Column_4157,kart,0
4158,Column_4158,karte,0
4159,Column_4159,karten,0
4160,Column_4160,kartent,0
4161,Column_4161,kartenta,0
4162,Column_4162,kas,8
4163,Column_4163,kast,0
4164,Column_4164,kaste,0
4165,Column_4165,kasten,0
4166,Column_4166,kbb,0
4167,Column_4167,kbb ,0
4168,Column_4168,ke ,0
4169,Column_4169,kei,0
4170,Column_4170,kel,0
4171,Column_4171,kel ,0
4172,Column_4172,ken,0
4173,Column_4173,ker,0
4174,Column_4174,ker ,0
4175,Column_4175,ket,1
4176,Column_4176,kfe,0
4177,Column_4177,kfen,0
4178,Column_4178,kfens,0
4179,Column_4179,kfenst,0
4180,Column_4180,kfenste,0
4181,Column_4181,kfenster,0
4182,Column_4182,kin,0
4183,Column_4183,kis,0
4184,Column_4184,kka,5
4185,Column_4185,kkl,1
4186,Column_4186,kkla,0
4187,Column_4187,kklap,0
4188,Column_4188,kklapp,0
4189,Column_4189,kklappe,0
4190,Column_4190,kklappe ,7
4191,Column_4191,kl ,25
4192,Column_4192,kl h,7
4193,Column_4193,kl s,5
4194,Column_4194,kla,1
4195,Column_4195,klap,6
4196,Column_4196,klapp,3
4197,Column_4197,klappe,0
4198,Column_4198,klappe ,3
4199,Column_4199,klappen,0
4200,Column_4200,kle,5
4201,Column_4201,klei,67
4202,Column_4202,kleid,0
4203,Column_4203,kleidu,0
4204,Column_4204,kleidun,0
4205,Column_4205,kleidung,0
4206,Column_4206,klein,0
4207,Column_4207,kleint,1
4208,Column_4208,kleinte,0
4209,Column_4209,kleintei,0
4210,Column_4210,kleis,0
4211,Column_4211,kleist,0
4212,Column_4212,kleiste,0
4213,Column_4213,kleiste ,0
4214,Column_4214,kleu,0
4215,Column_4215,kleuc,0
4216,Column_4216,kleuch,0
4217,Column_4217,kleucht,0
4218,Column_4218,kleuchte,0
4219,Column_4219,kli,0
4220,Column_4220,klim,0
4221,Column_4221,klima,0
4222,Column_4222,ko ,0
4223,Column_4223,ko h,0
4224,Column_4224,ko hi,0
4225,Column_4225,kom,0
4226,Column_4226,komb,0
4227,Column_4227,kombi,0
4228,Column_4228,kon,0
4229,Column_4229,kond,0
4230,Column_4230,konde,0
4231,Column_4231,konden,0
4232,Column_4232,kondens,0
4233,Column_4233,kondensw,0
4234,Column_4234,kons,0
4235,Column_4235,konso,0
4236,Column_4236,konsol,0
4237,Column_4237,konsole,0
4238,Column_4238,konsole ,0
4239,Column_4239,kont,0
4240,Column_4240,kontu,0
4241,Column_4241,kontur,0
4242,Column_4242,kop,4
4243,Column_4243,kopf,2
4244,Column_4244,kopfs,2
4245,Column_4245,kopfst,26
4246,Column_4246,kopfstu,0
4247,Column_4247,kopfstue,0
4248,Column_4248,kor,0
4249,Column_4249,kor ,0
4250,Column_4250,kra,0
4251,Column_4251,krad,0
4252,Column_4252,krau,0
4253,Column_4253,kraum,0
4254,Column_4254,kraumb,0
4255,Column_4255,kraumbo,0
4256,Column_4256,kraumbod,0
4257,Column_4257,kraumw,0
4258,Column_4258,kraumwa,0
4259,Column_4259,kraumwan,0
4260,Column_4260,ksa,0
4261,Column_4261,ksae,0
4262,Column_4262,ksaeu,0
4263,Column_4263,ksaeul,0
4264,Column_4264,ksaeule,0
4265,Column_4265,ksaeule ,0
4266,Column_4266,ksc,66
4267,Column_4267,ksch,18
4268,Column_4268,kst,28
4269,Column_4269,kti,0
4270,Column_4270,ktio,0
4271,Column_4271,ktion,0
4272,Column_4272,ktions,0
4273,Column_4273,ktionst,0
4274,Column_4274,ktionstr,0
4275,Column_4275,ktu,0
4276,Column_4276,ktur,0
4277,Column_4277,ktur ,0
4278,Column_4278,kul,15
4279,Column_4279,kule,4
4280,Column_4280,kun,25
4281,Column_4281,kung,1
4282,Column_4282,kung ,2
4283,Column_4283,kung a,0
4284,Column_4284,kung as,0
4285,Column_4285,kung asa,0
4286,Column_4286,kung b,0
4287,Column_4287,kung c,0
4288,Column_4288,kung cs,0
4289,Column_4289,kung csa,0
4290,Column_4290,kung d,0
4291,Column_4291,kung f,0
4292,Column_4292,kung fe,30
4293,Column_4293,kung fr,0
4294,Column_4294,kung h,0
4295,Column_4295,kung he,0
4296,Column_4296,kung hec,0
4297,Column_4297,kung l,0
4298,Column_4298,kung r,0
4299,Column_4299,kung ra,0
4300,Column_4300,kung rad,0
4301,Column_4301,kung s,0
4302,Column_4302,kung sc,0
4303,Column_4303,kung sch,0
4304,Column_4304,kung t,0
4305,Column_4305,kung tu,0
4306,Column_4306,kung tun,0
4307,Column_4307,kung w,0
4308,Column_4308,kung wi,0
4309,Column_4309,kung win,0
4310,Column_4310,kungs,0
4311,Column_4311,kungss,0
4312,Column_4312,kungssc,0
4313,Column_4313,kungssch,0
4314,Column_4314,kuns,1
4315,Column_4315,kunst,0
4316,Column_4316,kunsts,0
4317,Column_4317,kunstst,0
4318,Column_4318,kunststo,0
4319,Column_4319,kus,0
4320,Column_4320,kust,0
4321,Column_4321,kusti,0
4322,Column_4322,kustik,0
4323,Column_4323,kve,0
4324,Column_4324,kver,0
4325,Column_4325,kverk,0
4326,Column_4326,kverkl,0
4327,Column_4327,kverkle,3
4328,Column_4328,kverklei,1
4329,Column_4329,kwa,0
4330,Column_4330,kwan,0
4331,Column_4331,kwand,0
4332,Column_4332,l a,0
4333,Column_4333,l au,16
4334,Column_4334,l aus,5
4335,Column_4335,l auss,1
4336,Column_4336,l ausse,0
4337,Column_4337,l aussen,1
4338,Column_4338,l b,0
4339,Column_4339,l ba,0
4340,Column_4340,l bas,0
4341,Column_4341,l basi,0
4342,Column_4342,l basis,0
4343,Column_4343,l bf,0
4344,Column_4344,l bfs,0
4345,Column_4345,l c,0
4346,Column_4346,l e,17
4347,Column_4347,l ec,0
4348,Column_4348,l f,0
4349,Column_4349,l fs,0
4350,Column_4350,l g,32
4351,Column_4351,l h,1
4352,Column_4352,l hi,2
4353,Column_4353,l hin,0
4354,Column_4354,l hint,0
4355,Column_4355,l hinte,0
4356,Column_4356,l hinten,0
4357,Column_4357,l i,0
4358,Column_4358,l k,0
4359,Column_4359,l ko,0
4360,Column_4360,l kon,0
4361,Column_4361,l l,0
4362,Column_4362,l la,0
4363,Column_4363,l lae,0
4364,Column_4364,l laen,0
4365,Column_4365,l laeng,0
4366,Column_4366,l laengs,0
4367,Column_4367,l lc,0
4368,Column_4368,l lci,0
4369,Column_4369,l le,0
4370,Column_4370,l leh,0
4371,Column_4371,l lehn,0
4372,Column_4372,l lehne,0
4373,Column_4373,l lehne ,0
4374,Column_4374,l m,0
4375,Column_4375,l mi,0
4376,Column_4376,l mit,0
4377,Column_4377,l mitt,7
4378,Column_4378,l mitte,1
4379,Column_4379,l o,10
4380,Column_4380,l ob,11
4381,Column_4381,l obe,1
4382,Column_4382,l oben,12
4383,Column_4383,l oben ,5
4384,Column_4384,l r,0
4385,Column_4385,l rl,0
4386,Column_4386,l s,2
4387,Column_4387,l se,0
4388,Column_4388,l sei,0
4389,Column_4389,l seit,0
4390,Column_4390,l si,0
4391,Column_4391,l st,2
4392,Column_4392,l t,0
4393,Column_4393,l u,2
4394,Column_4394,l un,0
4395,Column_4395,l unt,2
4396,Column_4396,l unte,0
4397,Column_4397,l unten,0
4398,Column_4398,l v,7
4399,Column_4399,l vo,0
4400,Column_4400,l vor,0
4401,Column_4401,l vorn,0
4402,Column_4402,l vorne,0
4403,Column_4403,lab,0
4404,Column_4404,lac,0
4405,Column_4405,lack,0
4406,Column_4406,lad,3
4407,Column_4407,lade,8
4408,Column_4408,ladek,0
4409,Column_4409,lae,0
4410,Column_4410,laen,0
4411,Column_4411,laeng,0
4412,Column_4412,laenge,0
4413,Column_4413,laenger,0
4414,Column_4414,laengeru,0
4415,Column_4415,laengs,0
4416,Column_4416,laengst,0
4417,Column_4417,laengstr,0
4418,Column_4418,lag,0
4419,Column_4419,lag ,0
4420,Column_4420,lage,0
4421,Column_4421,lage ,1
4422,Column_4422,lagef,0
4423,Column_4423,lagefa,0
4424,Column_4424,lagefac,0
4425,Column_4425,lagefach,0
4426,Column_4426,lager,0
4427,Column_4427,lager ,0
4428,Column_4428,lan,0
4429,Column_4429,lap,0
4430,Column_4430,lapp,0
4431,Column_4431,lappe,0
4432,Column_4432,lappe ,0
4433,Column_4433,lappen,0
4434,Column_4434,las,0
4435,Column_4435,lat,0
4436,Column_4436,latt,0
4437,Column_4437,latt ,0
4438,Column_4438,latte,0
4439,Column_4439,latte ,0
4440,Column_4440,lau,6
4441,Column_4441,lauc,0
4442,Column_4442,lauch,0
4443,Column_4443,lauch ,0
4444,Column_4444,lauf,3
4445,Column_4445,lauf ,4
4446,Column_4446,lauf o,0
4447,Column_4447,lauf ob,0
4448,Column_4448,lauf obe,0
4449,Column_4449,lauf t,0
4450,Column_4450,laufk,0
4451,Column_4451,laufka,0
4452,Column_4452,laufkan,0
4453,Column_4453,laufkana,0
4454,Column_4454,laut,1
4455,Column_4455,lauts,0
4456,Column_4456,lautsp,0
4457,Column_4457,lautspr,0
4458,Column_4458,lba,0
4459,Column_4459,lci,0
4460,Column_4460,lci ,0
4461,Column_4461,lde,3
4462,Column_4462,ldr,0
4463,Column_4463,ldre,0
4464,Column_4464,ldrei,0
4465,Column_4465,ldreie,0
4466,Column_4466,ldreiec,0
4467,Column_4467,ldreieck,0
4468,Column_4468,le ,12
4469,Column_4469,le a,0
4470,Column_4470,le g,0
4471,Column_4471,le ge,0
4472,Column_4472,le get,0
4473,Column_4473,le getr,0
4474,Column_4474,le getri,0
4475,Column_4475,le h,0
4476,Column_4476,le hi,0
4477,Column_4477,le hin,0
4478,Column_4478,le hint,0
4479,Column_4479,le i,0
4480,Column_4480,le in,0
4481,Column_4481,le inn,0
4482,Column_4482,le inne,0
4483,Column_4483,le innen,0
4484,Column_4484,le m,12
4485,Column_4485,le o,0
4486,Column_4486,le ob,0
4487,Column_4487,le obe,0
4488,Column_4488,le oben,0
4489,Column_4489,le oben ,0
4490,Column_4490,le s,0
4491,Column_4491,le t,10
4492,Column_4492,le tu,0
4493,Column_4493,le tue,0
4494,Column_4494,le tuer,0
4495,Column_4495,le u,0
4496,Column_4496,le un,0
4497,Column_4497,le unt,0
4498,Column_4498,le unte,0
4499,Column_4499,le unten,0
4500,Column_4500,le v,0
4501,Column_4501,le vo,1
4502,Column_4502,le vor,0
4503,Column_4503,le vorn,0
4504,Column_4504,lec,1
4505,Column_4505,lech,1
4506,Column_4506,lech ,1
4507,Column_4507,lech a,0
4508,Column_4508,lech h,0
4509,Column_4509,lech he,0
4510,Column_4510,lech hec,0
4511,Column_4511,lech hi,0
4512,Column_4512,lech hin,0
4513,Column_4513,lech l,0
4514,Column_4514,lech s,0
4515,Column_4515,lech st,0
4516,Column_4516,lech t,0
4517,Column_4517,lech th,0
4518,Column_4518,lech tv,0
4519,Column_4519,lech v,0
4520,Column_4520,lech vo,0
4521,Column_4521,lech vor,0
4522,Column_4522,led,0
4523,Column_4523,lede,0
4524,Column_4524,leder,1
4525,Column_4525,leder ,0
4526,Column_4526,leg,0
4527,Column_4527,lege,0
4528,Column_4528,legeb,0
4529,Column_4529,legebo,0
4530,Column_4530,legebod,0
4531,Column_4531,legebode,0
4532,Column_4532,leger,0
4533,Column_4533,leger ,0
4534,Column_4534,leger f,0
4535,Column_4535,leger fu,0
4536,Column_4536,leh,0
4537,Column_4537,lehn,0
4538,Column_4538,lehne,0
4539,Column_4539,lehne ,0
4540,Column_4540,lehnen,0
4541,Column_4541,lei,8
4542,Column_4542,leid,0
4543,Column_4543,leidu,0
4544,Column_4544,leidun,0
4545,Column_4545,leidung,0
4546,Column_4546,leidung ,2
4547,Column_4547,lein,0
4548,Column_4548,leint,0
4549,Column_4549,leinte,0
4550,Column_4550,leintei,0
4551,Column_4551,leinteil,0
4552,Column_4552,leis,0
4553,Column_4553,leist,0
4554,Column_4554,leiste,0
4555,Column_4555,leiste ,0
4556,Column_4556,leiste e,0
4557,Column_4557,leiste s,0
4558,Column_4558,leit,0
4559,Column_4559,leitu,0
4560,Column_4560,leitun,0
4561,Column_4561,leitung,0
4562,Column_4562,leitung ,0
4563,Column_4563,lek,0
4564,Column_4564,lekt,2
4565,Column_4565,lem,1
4566,Column_4566,leme,0
4567,Column_4567,lemen,0
4568,Column_4568,lement,0
4569,Column_4569,lemente,0
4570,Column_4570,lemente ,0
4571,Column_4571,len,7
4572,Column_4572,lend,0
4573,Column_4573,lende,1
4574,Column_4574,lende ,1
4575,Column_4575,lende a,1
4576,Column_4576,lende au,0
4577,Column_4577,lende b,0
4578,Column_4578,lende bs,0
4579,Column_4579,lende c,0
4580,Column_4580,lende cs,0
4581,Column_4581,lende e,0
4582,Column_4582,lende f,0
4583,Column_4583,lende h,5
4584,Column_4584,lende i,0
4585,Column_4585,lende l,0
4586,Column_4586,lende la,4
4587,Column_4587,lende m,0
4588,Column_4588,lende mi,0
4589,Column_4589,lende s,1
4590,Column_4590,lende sc,0
4591,Column_4591,lende si,0
4592,Column_4592,lende w,0
4593,Column_4593,lenk,0
4594,Column_4594,lenke,0
4595,Column_4595,lenker,0
4596,Column_4596,lenkr,0
4597,Column_4597,lenkra,0
4598,Column_4598,lenkrad,0
4599,Column_4599,lenks,0
4600,Column_4600,lenksa,0
4601,Column_4601,lenksae,0
4602,Column_4602,lenksaeu,0
4603,Column_4603,ler,15
4604,Column_4604,ler ,10
4605,Column_4605,ler h,0
4606,Column_4606,leu,0
4607,Column_4607,leuc,0
4608,Column_4608,leuch,0
4609,Column_4609,leucht,0
4610,Column_4610,leuchte,0
4611,Column_4611,leuchten,0
4612,Column_4612,lev,0
4613,Column_4613,lic,0
4614,Column_4614,lich,0
4615,Column_4615,lich ,0
4616,Column_4616,licht,0
4617,Column_4617,lie,0
4618,Column_4618,lier,0
4619,Column_4619,lieru,0
4620,Column_4620,lierun,0
4621,Column_4621,lierung,0
4622,Column_4622,lierung ,0
4623,Column_4623,lies,0
4624,Column_4624,liess,0
4625,Column_4625,liessb,0
4626,Column_4626,liessbl,0
4627,Column_4627,liessble,0
4628,Column_4628,liessbu,0
4629,Column_4629,liessbue,0
4630,Column_4630,lim,0
4631,Column_4631,lima,0
4632,Column_4632,lin,0
4633,Column_4633,line,0
4634,Column_4634,link,0
4635,Column_4635,links,0
4636,Column_4636,lk ,0
4637,Column_4637,lka,0
4638,Column_4638,ll ,0
4639,Column_4639,lla,0
4640,Column_4640,lle,0
4641,Column_4641,lle ,0
4642,Column_4642,ller,0
4643,Column_4643,ller ,0
4644,Column_4644,llo,26
4645,Column_4645,lls,0
4646,Column_4646,llt,0
4647,Column_4647,lltr,0
4648,Column_4648,lltra,0
4649,Column_4649,lltrae,0
4650,Column_4650,lltraeg,0
4651,Column_4651,lltraege,0
4652,Column_4652,los,0
4653,Column_4653,loss,0
4654,Column_4654,loss ,0
4655,Column_4655,loss h,0
4656,Column_4656,lsp,0
4657,Column_4657,lst,0
4658,Column_4658,lste,0
4659,Column_4659,lster,0
4660,Column_4660,lstert,0
4661,Column_4661,lsterte,0
4662,Column_4662,lstertei,0
4663,Column_4663,lta,0
4664,Column_4664,ltab,0
4665,Column_4665,ltabd,0
4666,Column_4666,ltabde,0
4667,Column_4667,ltabdec,0
4668,Column_4668,ltabdeck,0
4669,Column_4669,lte,7
4670,Column_4670,lteg,0
4671,Column_4671,ltegr,0
4672,Column_4672,ltegri,0
4673,Column_4673,ltegrif,0
4674,Column_4674,ltegriff,0
4675,Column_4675,ltel,0
4676,Column_4676,ltele,0
4677,Column_4677,ltelei,0
4678,Column_4678,lteleis,0
4679,Column_4679,lteleist,0
4680,Column_4680,lter,1
4681,Column_4681,lter ,0
4682,Column_4682,lter a,0
4683,Column_4683,lter b,0
4684,Column_4684,lter f,0
4685,Column_4685,lter h,0
4686,Column_4686,lter s,0
4687,Column_4687,ltl,0
4688,Column_4688,ltlu,0
4689,Column_4689,ltluf,0
4690,Column_4690,ltluft,0
4691,Column_4691,ltluftk,0
4692,Column_4692,ltluftka,0
4693,Column_4693,ltr,0
4694,Column_4694,ltra,0
4695,Column_4695,ltrae,0
4696,Column_4696,ltraeg,0
4697,Column_4697,ltraege,0
4698,Column_4698,ltraeger,0
4699,Column_4699,lu ,6
4700,Column_4700,lue,0
4701,Column_4701,luef,0
4702,Column_4702,lueft,0
4703,Column_4703,lueftu,0
4704,Column_4704,lueftun,0
4705,Column_4705,lueftung,0
4706,Column_4706,luf,0
4707,Column_4707,luft,0
4708,Column_4708,luftf,0
4709,Column_4709,luftg,0
4710,Column_4710,luftgr,0
4711,Column_4711,luftgri,0
4712,Column_4712,luftgril,0
4713,Column_4713,luftk,0
4714,Column_4714,luftka,0
4715,Column_4715,luftkan,0
4716,Column_4716,luftkana,0
4717,Column_4717,lun,0
4718,Column_4718,lung,0
4719,Column_4719,lus,0
4720,Column_4720,luss,0
4721,Column_4721,luss ,0
4722,Column_4722,luss m,0
4723,Column_4723,luss mo,0
4724,Column_4724,luss mot,0
4725,Column_4725,lwl,0
4726,Column_4726,lwl ,0
4727,Column_4727,m a,1
4728,Column_4728,m b,0
4729,Column_4729,m f,1
4730,Column_4730,m h,0
4731,Column_4731,m hi,0
4732,Column_4732,m l,0
4733,Column_4733,m m,0
4734,Column_4734,m mi,0
4735,Column_4735,m mit,0
4736,Column_4736,m s,4
4737,Column_4737,m v,0
4738,Column_4738,m vo,0
4739,Column_4739,m vor,0
4740,Column_4740,m vorn,0
4741,Column_4741,mal,0
4742,Column_4742,mal ,0
4743,Column_4743,mal b,0
4744,Column_4744,man,3
4745,Column_4745,manu,0
4746,Column_4746,manue,0
4747,Column_4747,manuel,0
4748,Column_4748,manuell,0
4749,Column_4749,mas,0
4750,Column_4750,mat,1
4751,Column_4751,mati,0
4752,Column_4752,matik,0
4753,Column_4753,matik ,0
4754,Column_4754,matt,0
4755,Column_4755,matte,0
4756,Column_4756,matte ,0
4757,Column_4757,mau,0
4758,Column_4758,mauf,0
4759,Column_4759,maufl,0
4760,Column_4760,maufla,0
4761,Column_4761,mauflag,0
4762,Column_4762,mauflage,0
4763,Column_4763,mbi,0
4764,Column_4764,mbie,3
4765,Column_4765,mbien,0
4766,Column_4766,mbient,0
4767,Column_4767,mbo,0
4768,Column_4768,mbod,0
4769,Column_4769,mbode,0
4770,Column_4770,mboden,0
4771,Column_4771,mboden ,0
4772,Column_4772,me ,0
4773,Column_4773,me s,0
4774,Column_4774,me t,0
4775,Column_4775,me tr,0
4776,Column_4776,me tra,0
4777,Column_4777,me trag,0
4778,Column_4778,me tragr,0
4779,Column_4779,mec,0
4780,Column_4780,mech,0
4781,Column_4781,mecha,0
4782,Column_4782,mechan,0
4783,Column_4783,mechani,0
4784,Column_4784,mei,0
4785,Column_4785,meis,0
4786,Column_4786,meiso,0
4787,Column_4787,meisol,0
4788,Column_4788,mel,0
4789,Column_4789,mem,0
4790,Column_4790,men,9
4791,Column_4791,men ,0
4792,Column_4792,men a,0
4793,Column_4793,men h,1
4794,Column_4794,men i,0
4795,Column_4795,men in,0
4796,Column_4796,men inn,0
4797,Column_4797,men inne,0
4798,Column_4798,men t,0
4799,Column_4799,ment,0
4800,Column_4800,mente,0
4801,Column_4801,mente ,0
4802,Column_4802,mer,0
4803,Column_4803,met,0
4804,Column_4804,mfs,0
4805,Column_4805,mfs ,0
4806,Column_4806,mhe,0
4807,Column_4807,mhei,0
4808,Column_4808,mheiz,0
4809,Column_4809,mheizk,0
4810,Column_4810,mheizka,0
4811,Column_4811,mheizkan,0
4812,Column_4812,mi ,1
4813,Column_4813,mik,0
4814,Column_4814,miko,0
4815,Column_4815,miko ,0
4816,Column_4816,miko h,0
4817,Column_4817,miko hi,0
4818,Column_4818,mit,0
4819,Column_4819,mit ,0
4820,Column_4820,mitt,26
4821,Column_4821,mitte,1
4822,Column_4822,mitte ,1
4823,Column_4823,mittel,0
4824,Column_4824,mka,0
4825,Column_4825,mkan,0
4826,Column_4826,mkana,0
4827,Column_4827,mkanal,0
4828,Column_4828,mkanal ,0
4829,Column_4829,mme,0
4830,Column_4830,mmel,0
4831,Column_4831,mod,0
4832,Column_4832,mode,0
4833,Column_4833,model,0
4834,Column_4834,modell,0
4835,Column_4835,modu,11
4836,Column_4836,modul,1
4837,Column_4837,modul ,0
4838,Column_4838,mot,0
4839,Column_4839,moto,0
4840,Column_4840,motor,0
4841,Column_4841,motort,0
4842,Column_4842,motortr,0
4843,Column_4843,motortra,0
4844,Column_4844,mpf,0
4845,Column_4845,mpfe,0
4846,Column_4846,mpfer,0
4847,Column_4847,mpfer ,0
4848,Column_4848,msc,0
4849,Column_4849,msch,0
4850,Column_4850,mse,0
4851,Column_4851,mse ,0
4852,Column_4852,mse t,0
4853,Column_4853,msp,0
4854,Column_4854,mst,0
4855,Column_4855,mstu,0
4856,Column_4856,mstue,0
4857,Column_4857,mstuec,0
4858,Column_4858,mstueck,0
4859,Column_4859,mstueck ,0
4860,Column_4860,mte,0
4861,Column_4861,mtei,0
4862,Column_4862,mteil,0
4863,Column_4863,mteil ,0
4864,Column_4864,mtt,0
4865,Column_4865,mtt ,0
4866,Column_4866,mu ,3
4867,Column_4867,mu a,0
4868,Column_4868,mu i,10
4869,Column_4869,mu l,0
4870,Column_4870,mu lw,0
4871,Column_4871,mu lwl,0
4872,Column_4872,mu lwl ,0
4873,Column_4873,mu s,0
4874,Column_4874,mwa,0
4875,Column_4875,mwan,0
4876,Column_4876,mwann,0
4877,Column_4877,mwanne,0
4878,Column_4878,mwanne ,0
4879,Column_4879,n a,0
4880,Column_4880,n au,0
4881,Column_4881,n aus,0
4882,Column_4882,n auss,0
