,Column,Feature,Importance Score
1975,Column_1975,e tah,0
1976,Column_1976,e tah ,0
1977,Column_1977,e tah t,0
1978,Column_1978,e th,0
1979,Column_1979,e tr,0
1980,Column_1980,e tra,0
1981,Column_1981,e trag,0
1982,Column_1982,e tragr,0
1983,Column_1983,e tragro,0
1984,Column_1984,e tu,1
1985,Column_1985,e tue,0
1986,Column_1986,e tuer,0
1987,Column_1987,e tuer ,3
1988,Column_1988,e tv,0
1989,Column_1989,e u,1
1990,Column_1990,e un,0
1991,Column_1991,e unt,0
1992,Column_1992,e unte,0
1993,Column_1993,e unten,0
1994,Column_1994,e unten ,0
1995,Column_1995,e v,10
1996,Column_1996,e vo,1
1997,Column_1997,e vo ,0
1998,Column_1998,e vor,0
1999,Column_1999,e vorn,0
2000,Column_2000,e vorne,0
2001,Column_2001,e w,5
2002,Column_2002,e wa,22
2003,Column_2003,e wi,0
2004,Column_2004,eak,0
2005,Column_2005,eake,0
2006,Column_2006,eaker,0
2007,Column_2007,eat,0
2008,Column_2008,eb ,0
2009,Column_2009,ebe,3
2010,Column_2010,ebe ,0
2011,Column_2011,eber,0
2012,Column_2012,eber ,0
2013,Column_2013,ebet,0
2014,Column_2014,ebetr,0
2015,Column_2015,ebetra,0
2016,Column_2016,ebetrae,0
2017,Column_2017,ebetraeg,0
2018,Column_2018,ebo,3
2019,Column_2019,ebod,1
2020,Column_2020,ebode,0
2021,Column_2021,eboden,0
2022,Column_2022,eboden ,1
2023,Column_2023,ece,1
2024,Column_2024,ece ,0
2025,Column_2025,ech,20
2026,Column_2026,ech ,5
2027,Column_2027,ech a,0
2028,Column_2028,ech h,0
2029,Column_2029,ech he,0
2030,Column_2030,ech hec,0
2031,Column_2031,ech heck,0
2032,Column_2032,ech hi,0
2033,Column_2033,ech hin,0
2034,Column_2034,ech hint,0
2035,Column_2035,ech l,0
2036,Column_2036,ech s,0
2037,Column_2037,ech st,0
2038,Column_2038,ech t,0
2039,Column_2039,ech th,0
2040,Column_2040,ech tv,0
2041,Column_2041,ech v,0
2042,Column_2042,ech vo,0
2043,Column_2043,ech vor,0
2044,Column_2044,ech vorn,0
2045,Column_2045,echa,0
2046,Column_2046,echan,1
2047,Column_2047,echani,1
2048,Column_2048,echt,0
2049,Column_2049,echts,0
2050,Column_2050,eck,9
2051,Column_2051,eck ,0
2052,Column_2052,eck a,0
2053,Column_2053,eck as,0
2054,Column_2054,eck asa,0
2055,Column_2055,eck asae,0
2056,Column_2056,eck s,0
2057,Column_2057,ecke,0
2058,Column_2058,eckel,0
2059,Column_2059,eckel ,0
2060,Column_2060,ecken,0
2061,Column_2061,eckf,0
2062,Column_2062,eckfe,0
2063,Column_2063,eckfen,0
2064,Column_2064,eckfens,0
2065,Column_2065,eckfenst,0
2066,Column_2066,eckk,0
2067,Column_2067,eckkl,0
2068,Column_2068,eckkla,0
2069,Column_2069,eckklap,0
2070,Column_2070,eckklapp,0
2071,Column_2071,eckl,1
2072,Column_2072,eckle,1
2073,Column_2073,ecklei,0
2074,Column_2074,eckleis,0
2075,Column_2075,eckleist,0
2076,Column_2076,eckleu,0
2077,Column_2077,eckleuc,0
2078,Column_2078,eckleuch,0
2079,Column_2079,eckr,0
2080,Column_2080,eckra,0
2081,Column_2081,eckrau,0
2082,Column_2082,eckraum,0
2083,Column_2083,eckraumb,0
2084,Column_2084,eckraumw,0
2085,Column_2085,ecks,10
2086,Column_2086,ecku,0
2087,Column_2087,eckun,0
2088,Column_2088,eckung,0
2089,Column_2089,eckung ,0
2090,Column_2090,eckung f,9
2091,Column_2091,eckung s,1
2092,Column_2092,eckung t,0
2093,Column_2093,eckung w,0
2094,Column_2094,eckv,0
2095,Column_2095,eckve,0
2096,Column_2096,eckver,0
2097,Column_2097,eckverk,0
2098,Column_2098,eckverkl,0
2099,Column_2099,eckw,0
2100,Column_2100,eckwa,0
2101,Column_2101,eckwan,0
2102,Column_2102,eckwand,0
2103,Column_2103,eda,8
2104,Column_2104,ede,0
2105,Column_2105,eder,0
2106,Column_2106,eder ,0
2107,Column_2107,efa,0
2108,Column_2108,efac,0
2109,Column_2109,efach,0
2110,Column_2110,efach ,0
2111,Column_2111,efach m,0
2112,Column_2112,efe,0
2113,Column_2113,efes,0
2114,Column_2114,efest,0
2115,Column_2115,efesti,0
2116,Column_2116,efestig,0
2117,Column_2117,efestigu,0
2118,Column_2118,eff,0
2119,Column_2119,effn,0
2120,Column_2120,effne,0
2121,Column_2121,effner,0
2122,Column_2122,effner ,0
2123,Column_2123,effner t,0
2124,Column_2124,efo,0
2125,Column_2125,efr,0
2126,Column_2126,efro,0
2127,Column_2127,efros,0
2128,Column_2128,efrost,0
2129,Column_2129,eft,0
2130,Column_2130,eftu,0
2131,Column_2131,eftun,0
2132,Column_2132,eftung,0
2133,Column_2133,eg ,0
2134,Column_2134,ega,0
2135,Column_2135,egat,0
2136,Column_2136,ege,2
2137,Column_2137,egeb,0
2138,Column_2138,egebo,0
2139,Column_2139,egebod,0
2140,Column_2140,egebode,0
2141,Column_2141,egeboden,0
2142,Column_2142,egel,0
2143,Column_2143,egel ,0
2144,Column_2144,egeld,0
2145,Column_2145,egeldr,0
2146,Column_2146,egeldre,0
2147,Column_2147,egeldrei,0
2148,Column_2148,egelu,0
2149,Column_2149,egelun,0
2150,Column_2150,egelung,0
2151,Column_2151,eger,0
2152,Column_2152,eger ,0
2153,Column_2153,eger b,0
2154,Column_2154,eger bo,0
2155,Column_2155,eger bod,0
2156,Column_2156,eger f,0
2157,Column_2157,eger fe,0
2158,Column_2158,eger fer,0
2159,Column_2159,eger fu,0
2160,Column_2160,eger fus,0
2161,Column_2161,eger g,0
2162,Column_2162,eger h,0
2163,Column_2163,eger ha,0
2164,Column_2164,eger haa,0
2165,Column_2165,eger hi,0
2166,Column_2166,eger hin,0
2167,Column_2167,eger s,0
2168,Column_2168,eger se,0
2169,Column_2169,eger sei,0
2170,Column_2170,eger st,0
2171,Column_2171,eger sti,0
2172,Column_2172,eger t,0
2173,Column_2173,eger th,0
2174,Column_2174,eger tu,0
2175,Column_2175,eger tv,0
2176,Column_2176,eger v,0
2177,Column_2177,eger vo,0
2178,Column_2178,eger vor,0
2179,Column_2179,egert,0
2180,Column_2180,egerte,0
2181,Column_2181,egertei,0
2182,Column_2182,egerteil,0
2183,Column_2183,egr,0
2184,Column_2184,egri,0
2185,Column_2185,egrif,0
2186,Column_2186,egriff,0
2187,Column_2187,egriff ,0
2188,Column_2188,eha,0
2189,Column_2189,ehae,0
2190,Column_2190,ehaeu,0
2191,Column_2191,ehaeus,0
2192,Column_2192,ehaeuse,0
2193,Column_2193,ehe,0
2194,Column_2194,ehn,0
2195,Column_2195,ehne,0
2196,Column_2196,ehne ,0
2197,Column_2197,ehnen,0
2198,Column_2198,ehr,9
2199,Column_2199,ehru,2
2200,Column_2200,ehrun,0
2201,Column_2201,ehrung,0
2202,Column_2202,ehrung ,3
2203,Column_2203,ehrungs,0
2204,Column_2204,ehrungss,1
2205,Column_2205,eht,0
2206,Column_2206,ehte,0
2207,Column_2207,eib,0
2208,Column_2208,eibe,7
2209,Column_2209,eibe ,0
2210,Column_2210,eibe t,3
2211,Column_2211,eiben,0
2212,Column_2212,eibend,0
2213,Column_2213,eibende,0
2214,Column_2214,eibendef,0
2215,Column_2215,eic,0
2216,Column_2216,eich,0
2217,Column_2217,eid,2
2218,Column_2218,eidu,2
2219,Column_2219,eidun,0
2220,Column_2220,eidung,0
2221,Column_2221,eidung ,13
2222,Column_2222,eidung h,17
2223,Column_2223,eidung s,3
2224,Column_2224,eidung v,49
2225,Column_2225,eie,0
2226,Column_2226,eiec,0
2227,Column_2227,eieck,0
2228,Column_2228,eif,0
2229,Column_2229,eifa,0
2230,Column_2230,eifah,0
2231,Column_2231,eifahr,0
2232,Column_2232,eifahre,0
2233,Column_2233,eifahrer,0
2234,Column_2234,eifu,0
2235,Column_2235,eifun,0
2236,Column_2236,eifung,0
2237,Column_2237,eil,3
2238,Column_2238,eil ,0
2239,Column_2239,eil b,0
2240,Column_2240,eil h,0
2241,Column_2241,eil l,0
2242,Column_2242,eil le,0
2243,Column_2243,eil leh,0
2244,Column_2244,eil lehn,0
2245,Column_2245,eil s,0
2246,Column_2246,eil si,0
2247,Column_2247,eil st,0
2248,Column_2248,eile,5
2249,Column_2249,eile ,5
2250,Column_2250,eiler,23
2251,Column_2251,ein,17
2252,Column_2252,einf,0
2253,Column_2253,einfu,0
2254,Column_2254,einfue,0
2255,Column_2255,einfuel,0
2256,Column_2256,einfuell,0
2257,Column_2257,einl,1
2258,Column_2258,einle,0
2259,Column_2259,einleg,0
2260,Column_2260,einlege,0
2261,Column_2261,einlegeb,88
2262,Column_2262,einleger,0
2263,Column_2263,eins,2
2264,Column_2264,einst,6
2265,Column_2265,einsti,0
2266,Column_2266,einstie,2
2267,Column_2267,einstieg,0
2268,Column_2268,eint,0
2269,Column_2269,einte,0
2270,Column_2270,eintei,0
2271,Column_2271,einteil,0
2272,Column_2272,einteile,2
2273,Column_2273,eis,1
2274,Column_2274,eiso,0
2275,Column_2275,eisol,0
2276,Column_2276,eist,0
2277,Column_2277,eiste,0
2278,Column_2278,eiste ,5
2279,Column_2279,eiste e,5
2280,Column_2280,eiste ei,10
2281,Column_2281,eiste s,0
2282,Column_2282,eit,16
2283,Column_2283,eite,0
2284,Column_2284,eite ,0
2285,Column_2285,eite s,0
2286,Column_2286,eite st,0
2287,Column_2287,eiten,1
2288,Column_2288,eitena,1
2289,Column_2289,eitenau,0
2290,Column_2290,eitenauf,0
2291,Column_2291,eitenr,0
2292,Column_2292,eitenra,0
2293,Column_2293,eitenrah,0
2294,Column_2294,eitens,27
2295,Column_2295,eitensc,12
2296,Column_2296,eitensch,0
2297,Column_2297,eitent,0
2298,Column_2298,eitente,0
2299,Column_2299,eitentei,0
2300,Column_2300,eitenv,8
2301,Column_2301,eitenve,5
2302,Column_2302,eitenver,1
2303,Column_2303,eitenw,0
2304,Column_2304,eitenwa,0
2305,Column_2305,eitenwan,0
2306,Column_2306,eitl,0
2307,Column_2307,eitli,0
2308,Column_2308,eitlic,0
2309,Column_2309,eitlich,0
2310,Column_2310,eitlich ,0
2311,Column_2311,eitu,0
2312,Column_2312,eitun,0
2313,Column_2313,eitung,0
2314,Column_2314,eitung ,0
2315,Column_2315,eiz,0
2316,Column_2316,eizk,0
2317,Column_2317,eizka,0
2318,Column_2318,eizkan,0
2319,Column_2319,eizkana,0
2320,Column_2320,eizkanal,0
2321,Column_2321,eko,0
2322,Column_2322,ekor,0
2323,Column_2323,ekor ,0
2324,Column_2324,ekt,1
2325,Column_2325,el ,27
2326,Column_2326,el b,0
2327,Column_2327,el f,2
2328,Column_2328,el h,0
2329,Column_2329,el hi,0
2330,Column_2330,el hin,0
2331,Column_2331,el hint,0
2332,Column_2332,el hinte,0
2333,Column_2333,el m,0
2334,Column_2334,el o,0
2335,Column_2335,el v,0
2336,Column_2336,el vo,0
2337,Column_2337,el vor,0
2338,Column_2338,el vorn,0
2339,Column_2339,ela,0
2340,Column_2340,elag,0
2341,Column_2341,elag ,0
2342,Column_2342,elb,0
2343,Column_2343,eld,0
2344,Column_2344,eldr,0
2345,Column_2345,eldre,0
2346,Column_2346,eldrei,0
2347,Column_2347,eldreie,0
2348,Column_2348,eldreiec,0
2349,Column_2349,ele,31
2350,Column_2350,elei,0
2351,Column_2351,eleis,0
2352,Column_2352,eleist,0
2353,Column_2353,eleiste,0
2354,Column_2354,elek,0
2355,Column_2355,elekt,1
2356,Column_2356,elem,0
2357,Column_2357,eleme,0
2358,Column_2358,elemen,0
2359,Column_2359,element,0
2360,Column_2360,elemente,0
2361,Column_2361,elf,0
2362,Column_2362,elk,0
2363,Column_2363,elka,0
2364,Column_2364,ell,0
2365,Column_2365,elle,0
2366,Column_2366,elle ,0
2367,Column_2367,eller,0
2368,Column_2368,eller ,0
2369,Column_2369,els,0
2370,Column_2370,elt,0
2371,Column_2371,elu,0
2372,Column_2372,elun,0
2373,Column_2373,elung,0
2374,Column_2374,em ,0
2375,Column_2375,ema,0
2376,Column_2376,emat,0
2377,Column_2377,eme,0
2378,Column_2378,emen,0
2379,Column_2379,ement,0
2380,Column_2380,emente,0
2381,Column_2381,emente ,0
2382,Column_2382,emo,0
2383,Column_2383,emp,0
2384,Column_2384,empf,0
2385,Column_2385,empfe,0
2386,Column_2386,empfer,0
2387,Column_2387,ems,1
2388,Column_2388,emse,0
2389,Column_2389,emse ,0
2390,Column_2390,emse t,0
2391,Column_2391,en ,17
2392,Column_2392,en a,0
2393,Column_2393,en au,0
2394,Column_2394,en aus,0
2395,Column_2395,en auss,0
2396,Column_2396,en ausse,0
2397,Column_2397,en b,0
2398,Column_2398,en ba,0
2399,Column_2399,en bas,0
2400,Column_2400,en basi,0
2401,Column_2401,en basis,0
2402,Column_2402,en e,0
2403,Column_2403,en g,2
2404,Column_2404,en h,0
2405,Column_2405,en hi,2
2406,Column_2406,en hin,0
2407,Column_2407,en hint,0
2408,Column_2408,en hinte,0
2409,Column_2409,en i,0
2410,Column_2410,en in,0
2411,Column_2411,en inn,0
2412,Column_2412,en inne,0
2413,Column_2413,en innen,0
2414,Column_2414,en l,0
2415,Column_2415,en lc,0
2416,Column_2416,en m,11
2417,Column_2417,en mi,0
2418,Column_2418,en mit,0
2419,Column_2419,en mitt,0
2420,Column_2420,en mitte,0
2421,Column_2421,en o,1
2422,Column_2422,en ob,1
2423,Column_2423,en obe,0
2424,Column_2424,en oben,1
2425,Column_2425,en r,2
2426,Column_2426,en rl,0
2427,Column_2427,en s,1
2428,Column_2428,en se,0
2429,Column_2429,en sei,0
2430,Column_2430,en seit,0
2431,Column_2431,en seitl,0
2432,Column_2432,en t,3
2433,Column_2433,en th,56
2434,Column_2434,en to,0
2435,Column_2435,en top,0
2436,Column_2436,en tv,34
2437,Column_2437,en u,1
2438,Column_2438,en un,0
2439,Column_2439,en unt,1
2440,Column_2440,en unte,0
2441,Column_2441,en unten,0
2442,Column_2442,en v,0
2443,Column_2443,en vo,0
2444,Column_2444,en vor,0
2445,Column_2445,en vorn,0
2446,Column_2446,ena,69
2447,Column_2447,enau,0
2448,Column_2448,enauf,0
2449,Column_2449,enaufp,0
2450,Column_2450,enaufpr,0
2451,Column_2451,enaufpra,0
2452,Column_2452,enb,10
2453,Column_2453,enbl,6
2454,Column_2454,enble,3
2455,Column_2455,enblec,0
2456,Column_2456,enblech,0
2457,Column_2457,enblech ,0
2458,Column_2458,enblen,67
2459,Column_2459,enblend,26
2460,Column_2460,enblende,5
2461,Column_2461,end,0
2462,Column_2462,ende,0
2463,Column_2463,ende ,9
2464,Column_2464,ende a,6
2465,Column_2465,ende au,0
2466,Column_2466,ende aus,1
2467,Column_2467,ende b,0
2468,Column_2468,ende bs,0
2469,Column_2469,ende bsa,0
2470,Column_2470,ende c,0
2471,Column_2471,ende cs,0
2472,Column_2472,ende csa,0
2473,Column_2473,ende e,0
2474,Column_2474,ende f,0
2475,Column_2475,ende h,15
2476,Column_2476,ende i,0
2477,Column_2477,ende l,0
2478,Column_2478,ende la,16
2479,Column_2479,ende m,0
2480,Column_2480,ende mi,0
2481,Column_2481,ende s,2
2482,Column_2482,ende sc,0
2483,Column_2483,ende sch,0
2484,Column_2484,ende si,0
2485,Column_2485,ende sit,0
2486,Column_2486,ende w,0
2487,Column_2487,endef,0
2488,Column_2488,endefr,0
2489,Column_2489,endi,0
2490,Column_2490,endic,0
2491,Column_2491,endich,0
2492,Column_2492,endicht,0
2493,Column_2493,endichtu,0
2494,Column_2494,ene,0
2495,Column_2495,ene ,0
2496,Column_2496,ene t,0
2497,Column_2497,ene ta,0
2498,Column_2498,ene tah,0
2499,Column_2499,ene tah ,0
2500,Column_2500,eng,0
2501,Column_2501,enge,0
2502,Column_2502,enger,0
2503,Column_2503,enger ,0
2504,Column_2504,enger h,0
2505,Column_2505,enger hi,0
2506,Column_2506,engeru,0
2507,Column_2507,engerun,0
2508,Column_2508,engerung,0
2509,Column_2509,engr,0
2510,Column_2510,engri,0
2511,Column_2511,engrif,0
2512,Column_2512,engriff,0
2513,Column_2513,engriff ,0
2514,Column_2514,engs,0
2515,Column_2515,engst,0
2516,Column_2516,engstr,0
2517,Column_2517,engstra,0
2518,Column_2518,engstrae,0
2519,Column_2519,enh,1
2520,Column_2520,enha,2
2521,Column_2521,enhau,4
2522,Column_2522,enhaut,1
2523,Column_2523,enhaut ,28
2524,Column_2524,enhaut t,0
2525,Column_2525,enk,0
2526,Column_2526,enke,0
2527,Column_2527,enker,0
2528,Column_2528,enkr,0
2529,Column_2529,enkra,0
2530,Column_2530,enkrad,0
2531,Column_2531,enks,1
2532,Column_2532,enksa,3
2533,Column_2533,enksae,0
2534,Column_2534,enksaeu,0
2535,Column_2535,enksaeul,1
2536,Column_2536,enl,0
2537,Column_2537,enn,20
2538,Column_2538,ennw,0
2539,Column_2539,ennwa,0
2540,Column_2540,ennwan,0
2541,Column_2541,ennwand,0
2542,Column_2542,ennwand ,0
2543,Column_2543,enr,0
2544,Column_2544,enra,0
2545,Column_2545,enrah,0
2546,Column_2546,enrahm,0
2547,Column_2547,enrahme,0
2548,Column_2548,enrahmen,0
2549,Column_2549,ens,2
2550,Column_2550,ensc,30
2551,Column_2551,ensch,11
2552,Column_2552,ensche,2
2553,Column_2553,enschei,0
2554,Column_2554,enscheib,0
2555,Column_2555,enschu,1
2556,Column_2556,enschut,0
2557,Column_2557,enschutz,0
2558,Column_2558,enso,0
2559,Column_2559,ensor,0
2560,Column_2560,ensor ,0
2561,Column_2561,enst,5
2562,Column_2562,enste,3
2563,Column_2563,enster,0
2564,Column_2564,ensterf,3
2565,Column_2565,ensterfu,3
2566,Column_2566,ensterr,50
2567,Column_2567,ensterra,13
2568,Column_2568,ensw,0
2569,Column_2569,enswa,0
2570,Column_2570,enswas,0
2571,Column_2571,enswass,0
2572,Column_2572,enswasse,0
2573,Column_2573,ent,1
2574,Column_2574,ent ,0
2575,Column_2575,enta,0
2576,Column_2576,entas,0
2577,Column_2577,entasc,0
2578,Column_2578,entasch,0
2579,Column_2579,entasche,0
2580,Column_2580,ente,0
2581,Column_2581,ente ,0
2582,Column_2582,entei,5
2583,Column_2583,enteil,5
2584,Column_2584,enteil ,0
2585,Column_2585,enter,0
2586,Column_2586,enters,0
2587,Column_2587,entl,0
2588,Column_2588,entlu,0
2589,Column_2589,entlue,0
2590,Column_2590,entluef,0
2591,Column_2591,entlueft,0
2592,Column_2592,ento,0
2593,Column_2593,entop,0
2594,Column_2594,entopf,0
2595,Column_2595,entr,0
2596,Column_2596,entri,0
2597,Column_2597,entrie,0
2598,Column_2598,entrieg,0
2599,Column_2599,entriege,0
2600,Column_2600,env,1
2601,Column_2601,enve,1
2602,Column_2602,enver,0
2603,Column_2603,enverk,0
2604,Column_2604,enverkl,0
2605,Column_2605,enverkle,0
2606,Column_2606,enw,0
2607,Column_2607,enwa,0
2608,Column_2608,enwan,0
2609,Column_2609,enwand,0
2610,Column_2610,enwand ,0
2611,Column_2611,enwand h,0
2612,Column_2612,enz,0
2613,Column_2613,enzu,0
2614,Column_2614,enzug,0
2615,Column_2615,enzug ,0
2616,Column_2616,enzug t,0
2617,Column_2617,enzug tu,0
2618,Column_2618,epa,0
2619,Column_2619,epae,0
2620,Column_2620,epaec,0
2621,Column_2621,epaeck,0
2622,Column_2622,epaeckr,0
2623,Column_2623,epaeckra,0
2624,Column_2624,epp,0
2625,Column_2625,eppi,21
2626,Column_2626,eppic,1
2627,Column_2627,eppich,0
2628,Column_2628,er ,14
2629,Column_2629,er a,0
2630,Column_2630,er b,0
2631,Column_2631,er bo,0
2632,Column_2632,er bod,0
2633,Column_2633,er bode,0
2634,Column_2634,er boden,0
2635,Column_2635,er c,0
2636,Column_2636,er f,0
2637,Column_2637,er fe,0
2638,Column_2638,er fer,0
2639,Column_2639,er fers,0
2640,Column_2640,er ferse,0
2641,Column_2641,er fu,0
2642,Column_2642,er fus,0
2643,Column_2643,er fuss,0
2644,Column_2644,er fussr,0
2645,Column_2645,er g,0
2646,Column_2646,er h,0
2647,Column_2647,er ha,0
2648,Column_2648,er haa,0
2649,Column_2649,er haa ,0
2650,Column_2650,er he,0
2651,Column_2651,er hi,0
2652,Column_2652,er hi ,0
2653,Column_2653,er hin,1
2654,Column_2654,er hint,1
2655,Column_2655,er hinte,0
2656,Column_2656,er hk,0
2657,Column_2657,er hkl,0
2658,Column_2658,er i,0
2659,Column_2659,er k,0
2660,Column_2660,er l,0
2661,Column_2661,er m,0
2662,Column_2662,er mi,0
2663,Column_2663,er mit,0
2664,Column_2664,er mitt,0
2665,Column_2665,er mitte,0
2666,Column_2666,er o,0
2667,Column_2667,er ob,0
2668,Column_2668,er obe,0
2669,Column_2669,er p,0
2670,Column_2670,er r,0
2671,Column_2671,er s,0
2672,Column_2672,er se,0
2673,Column_2673,er sei,0
2674,Column_2674,er seit,0
2675,Column_2675,er seitl,0
2676,Column_2676,er st,0
2677,Column_2677,er sti,0
2678,Column_2678,er stir,0
2679,Column_2679,er stirn,0
2680,Column_2680,er t,0
2681,Column_2681,er ta,0
2682,Column_2682,er th,0
2683,Column_2683,er tr,0
2684,Column_2684,er tra,0
2685,Column_2685,er trae,0
2686,Column_2686,er traeg,0
2687,Column_2687,er tu,0
2688,Column_2688,er tue,0
2689,Column_2689,er tv,0
2690,Column_2690,er u,1
2691,Column_2691,er un,0
2692,Column_2692,er unt,0
2693,Column_2693,er unte,0
2694,Column_2694,er v,0
2695,Column_2695,er ve,0
2696,Column_2696,er ver,0
2697,Column_2697,er vo,0
2698,Column_2698,er vor,0
2699,Column_2699,er vorn,0
2700,Column_2700,er vorn ,1
2701,Column_2701,er vorne,0
2702,Column_2702,er z,0
2703,Column_2703,era,0
2704,Column_2704,erab,0
2705,Column_2705,erabl,0
2706,Column_2706,erabla,0
2707,Column_2707,erablau,0
2708,Column_2708,erablauf,0
2709,Column_2709,erau,0
2710,Column_2710,eraus,0
2711,Column_2711,erauss,0
2712,Column_2712,erausse,0
2713,Column_2713,eraussen,0
2714,Column_2714,erb,0
2715,Column_2715,erbi,0
2716,Column_2716,erbin,0
2717,Column_2717,erbind,0
2718,Column_2718,erbindu,0
2719,Column_2719,erbindun,0
2720,Column_2720,erbr,0
2721,Column_2721,erbre,0
2722,Column_2722,erbrem,0
2723,Column_2723,erbrems,0
2724,Column_2724,erbremse,0
2725,Column_2725,erd,8
2726,Column_2726,ere,0
2727,Column_2727,erf,21
2728,Column_2728,erfu,0
2729,Column_2729,erfue,3
2730,Column_2730,erfueh,0
2731,Column_2731,erfuehr,0
2732,Column_2732,erfuehru,0
2733,Column_2733,erg,0
2734,Column_2734,erge,0
2735,Column_2735,ergu,0
2736,Column_2736,ergur,0
2737,Column_2737,ergurt,0
2738,Column_2738,ergurt ,0
2739,Column_2739,erh,0
2740,Column_2740,erha,0
2741,Column_2741,erhe,0
2742,Column_2742,erheb,0
2743,Column_2743,erhebe,0
2744,Column_2744,eri,0
2745,Column_2745,erie,0
2746,Column_2746,erin,0
2747,Column_2747,erinn,0
2748,Column_2748,erinne,0
2749,Column_2749,erinnen,0
2750,Column_2750,erinnenb,0
2751,Column_2751,erk,6
2752,Column_2752,erkl,23
2753,Column_2753,erkl ,1
2754,Column_2754,erkle,0
2755,Column_2755,erklei,0
2756,Column_2756,erkleid,0
2757,Column_2757,erkleidu,0
2758,Column_2758,erku,0
2759,Column_2759,erkun,0
2760,Column_2760,erkung,0
2761,Column_2761,erkung ,0
2762,Column_2762,erkung a,0
2763,Column_2763,erkung b,0
2764,Column_2764,erkung c,0
2765,Column_2765,erkung d,0
2766,Column_2766,erkung f,0
2767,Column_2767,erkung h,0
2768,Column_2768,erkung s,0
2769,Column_2769,erkung t,8
2770,Column_2770,erkungs,0
2771,Column_2771,erkungss,0
2772,Column_2772,erl,0
2773,Column_2773,erl ,0
2774,Column_2774,erl l,0
2775,Column_2775,erl la,0
2776,Column_2776,erl lae,0
2777,Column_2777,erl laen,0
2778,Column_2778,erla,0
2779,Column_2779,erlae,0
2780,Column_2780,erlaen,0
2781,Column_2781,erlaeng,0
2782,Column_2782,erlaenge,0
2783,Column_2783,erle,0
2784,Column_2784,erm,0
2785,Column_2785,erme,0
2786,Column_2786,ermei,0
2787,Column_2787,ermeis,0
2788,Column_2788,ermeiso,0
2789,Column_2789,ermeisol,0
2790,Column_2790,ero,16
2791,Column_2791,eroe,0
2792,Column_2792,eroef,0
2793,Column_2793,eroeff,0
2794,Column_2794,eroeffn,0
2795,Column_2795,eroeffne,0
2796,Column_2796,err,0
2797,Column_2797,erra,0
2798,Column_2798,errah,0
2799,Column_2799,errahm,0
2800,Column_2800,errahme,0
2801,Column_2801,errahmen,12
2802,Column_2802,erri,0
2803,Column_2803,errin,0
2804,Column_2804,errinn,0
2805,Column_2805,errinne,0
2806,Column_2806,errinne ,0
2807,Column_2807,ers,0
2808,Column_2808,ersc,0
2809,Column_2809,ersch,0
2810,Column_2810,erschl,0
2811,Column_2811,erse,0
2812,Column_2812,ersen,0
2813,Column_2813,ersenb,0
2814,Column_2814,ersenbl,0
2815,Column_2815,ersenble,0
2816,Column_2816,erst,1
2817,Column_2817,erst ,0
2818,Column_2818,erst a,0
2819,Column_2819,erst s,0
2820,Column_2820,erst sc,0
2821,Column_2821,erst sch,0
2822,Column_2822,ersta,0
2823,Column_2823,erstae,0
2824,Column_2824,erstaer,0
2825,Column_2825,erstaerk,0
2826,Column_2826,erste,0
2827,Column_2827,erstei,0
2828,Column_2828,ersteif,0
2829,Column_2829,ersteifu,0
2830,Column_2830,ert,0
2831,Column_2831,erte,0
2832,Column_2832,ertei,5
2833,Column_2833,erteil,1
2834,Column_2834,erteil ,0
2835,Column_2835,erteil l,0
2836,Column_2836,erteil s,0
2837,Column_2837,erteile,0
2838,Column_2838,erteiler,5
2839,Column_2839,ertr,0
2840,Column_2840,ertra,0
2841,Column_2841,ertrae,0
2842,Column_2842,ertraeg,0
2843,Column_2843,ertraege,0
2844,Column_2844,eru,0
2845,Column_2845,erun,0
2846,Column_2846,erung,0
2847,Column_2847,erung ,0
2848,Column_2848,erung m,0
2849,Column_2849,erung mo,0
2850,Column_2850,erung s,0
2851,Column_2851,erv,0
2852,Column_2852,erve,2
2853,Column_2853,erver,0
2854,Column_2854,ervers,0
2855,Column_2855,erverst,0
2856,Column_2856,erversta,0
2857,Column_2857,es ,0
2858,Column_2858,esc,0
2859,Column_2859,esch,0
2860,Column_2860,ese,8
2861,Column_2861,esg,2
2862,Column_2862,ess,0
2863,Column_2863,essb,0
2864,Column_2864,essbl,0
2865,Column_2865,essble,0
2866,Column_2866,essblec,0
2867,Column_2867,essblech,0
2868,Column_2868,essbu,0
2869,Column_2869,essbue,0
2870,Column_2870,essbueg,0
2871,Column_2871,essbuege,0
2872,Column_2872,est,38
2873,Column_2873,esti,0
2874,Column_2874,estig,0
2875,Column_2875,estigu,0
2876,Column_2876,estigun,0
2877,Column_2877,estigung,0
2878,Column_2878,estu,0
2879,Column_2879,estun,0
2880,Column_2880,estung,0
2881,Column_2881,estung ,0
2882,Column_2882,et ,0
2883,Column_2883,et r,0
2884,Column_2884,et ra,0
2885,Column_2885,et ra ,0
2886,Column_2886,eta,0
2887,Column_2887,etae,0
2888,Column_2888,etaet,0
2889,Column_2889,etaeti,0
2890,Column_2890,etaetig,0
2891,Column_2891,etaetigu,0
2892,Column_2892,eti,0
2893,Column_2893,etig,0
2894,Column_2894,etigu,0
2895,Column_2895,etigun,0
2896,Column_2896,etigung,0
2897,Column_2897,etr,0
2898,Column_2898,etra,0
2899,Column_2899,etrae,0
2900,Column_2900,etraeg,0
2901,Column_2901,etraege,0
