,Column,Feature,Importance Score
9786,Column_9786,center_z,272
9784,Column_9784,center_x,255
9783,Column_9783,Wert,247
9782,Column_9782,volume,246
9788,Column_9788,width,233
9789,Column_9789,height,217
9787,Column_9787,length,217
9785,Column_9785,center_y,207
6689,Column_6689,nst,34
1118,Column_1118,abd,24
7856,Column_7856,sch,23
347,Column_347, hi,20
1944,Column_1944,chei,20
2879,Column_2879,ege,20
9193,Column_9193,ung,17
8286,Column_8286,ste,17
3360,Column_3360,ens,16
319,Column_319, ha,16
348,Column_348, hi ,15
2252,Column_2252,de sa,15
1321,Column_1321,ante,15
6752,Column_6752,nten,14
108,Column_108, bremsle,14
2791,Column_2791,eck,14
5163,Column_5163,kant,14
5302,Column_5302,kle,13
4227,Column_4227,hau,13
4929,Column_4929,inn,13
6651,Column_6651,nne,12
1993,Column_1993,cht,11
2936,Column_2936,eidung v,11
4277,Column_4277,hec,11
8602,Column_8602,ten,11
1031,Column_1031, vo,11
1945,Column_1945,cheib,11
2953,Column_2953,einlegeb,11
2790,Column_2790,ech,11
8693,Column_8693,ter,10
6493,Column_6493,ng ,10
9194,Column_9194,ung ,10
2971,Column_2971,eit,10
323,Column_323, halteg,10
9483,Column_9483,verkl,10
3366,Column_3366,enst,10
5303,Column_5303,klei,10
8822,Column_8822,tra,10
1224,Column_1224,aeule ,10
1946,Column_1946,cheibe,9
3369,Column_3369,ensterf,9
3112,Column_3112,en ,9
2943,Column_2943,ein,9
196,Column_196, ei,8
6855,Column_6855,obe,8
1817,Column_1817,blende s,8
584,Column_584, mi,8
5090,Column_5090,itenverk,8
2974,Column_2974,eitenv,8
1320,Column_1320,ant,8
5230,Column_5230,kl ,7
1807,Column_1807,blende,7
1505,Column_1505,auss,7
9482,Column_9482,verk,7
5037,Column_5037,isp ,7
4158,Column_4158,gsschi,7
861,Column_861, st,7
6955,Column_6955,oile,7
3482,Column_3482,erk,7
1867,Column_1867,bremsle,7
2885,Column_2885,eger,7
2403,Column_2403,dung g,7
5741,Column_5741,lei,7
2902,Column_2902,ehr,7
2937,Column_2937,eil,6
6724,Column_6724,nte,6
4870,Column_4870,iler,6
1703,Column_1703,ben,6
4278,Column_4278,heck,6
2861,Column_2861,eg h,6
1033,Column_1033, vorn,6
3368,Column_3368,enster,6
1802,Column_1802,ble,6
1754,Column_1754,bezug s,6
1943,Column_1943,che,6
4063,Column_4063,ger,6
8505,Column_8505,te ,6
5768,Column_5768,lende,6
1506,Column_1506,ausse,6
7312,Column_7312,pvc,6
6954,Column_6954,oil,6
2253,Column_2253,de sae,6
2747,Column_2747,ebo,6
2999,Column_2999,el ,6
9213,Column_9213,ung h,6
675,Column_675, ob,6
5164,Column_5164,kante,5
1282,Column_1282,alte,5
3719,Column_3719,f hin,5
464,Column_464, is,5
7584,Column_7584,rkl,5
2251,Column_2251,de s,5
4925,Column_4925,inlegeb,5
528,Column_528, lad,5
1806,Column_1806,blend,5
107,Column_107, bremsl,5
5160,Column_5160,kan,5
7921,Column_7921,sen,5
7362,Column_7362,r h,5
3620,Column_3620,eule ,5
1956,Column_1956,chge,5
2930,Column_2930,eidung ,5
2005,Column_2005,chtu,5
1304,Column_1304,and,5
337,Column_337, hec,5
3367,Column_3367,enste,5
1368,Column_1368,appe ,5
367,Column_367, hi m,4
2009,Column_2009,chtung h,4
877,Column_877, stf ,4
2283,Column_2283,dec,4
4930,Column_4930,inne,4
1823,Column_1823,boden,4
1127,Column_1127,abdeckl,4
1124,Column_1124,abde,4
197,Column_197, ein,4
7450,Column_7450,rad,4
324,Column_324, haltegr,4
1808,Column_1808,blende ,4
522,Column_522, la,4
1805,Column_1805,blen,4
1804,Column_1804,blech,4
6986,Column_6986,onnenbl,4
3322,Column_3322,enhau,4
3483,Column_3483,erkl,4
6000,Column_6000,men,4
3259,Column_3259,end,4
2903,Column_2903,ehru,4
2085,Column_2085,cksc,4
2100,Column_2100,ckung fe,4
766,Column_766, saeule ,4
2400,Column_2400,dun,4
3403,Column_3403,er ,4
9476,Column_9476,ver,4
5789,Column_5789,lende sa,4
7552,Column_7552,rif,4
465,Column_465, isp,4
3253,Column_3253,enb,4
9134,Column_9134,ug si,4
5669,Column_5669,lau,4
677,Column_677, oben,4
676,Column_676, obe,4
4283,Column_4283,hecks,4
5397,Column_5397,kun,4
2862,Column_2862,eg hi,4
1916,Column_1916,ch ,4
5726,Column_5726,lec,4
1755,Column_1755,bezug si,4
89,Column_89, bo,4
5036,Column_5036,isp,4
1284,Column_1284,altegr,4
4974,Column_4974,inten s,4
6278,Column_6278,n phe,4
3899,Column_3899,g h,4
6521,Column_6521,ng h,4
4064,Column_4064,ger ,4
1482,Column_1482,auf,4
6856,Column_6856,oben,3
4282,Column_4282,heckklap,3
3827,Column_3827,fst,3
2167,Column_2167,dac,3
1972,Column_1972,chien,3
2912,Column_2912,eib,3
1459,Column_1459,att,3
5459,Column_5459,l e,3
960,Column_960, un,3
1961,Column_1961,chi,3
455,Column_455, in,3
6703,Column_6703,nsterfue,3
5353,Column_5353,ksp,3
1285,Column_1285,altegri,3
1283,Column_1283,alteg,3
8892,Column_8892,tun,3
6683,Column_6683,nsc,3
2891,Column_2891,egri,3
8236,Column_8236,st hi,3
602,Column_602, mitt,3
2880,Column_2880,egeb,3
1245,Column_1245,ahme,3
6887,Column_6887,ode,3
90,Column_90, bom,3
3371,Column_3371,ensterr,3
6475,Column_6475,nen,3
4429,Column_4429,him,3
2422,Column_2422,dung v,3
4773,Column_4773,idung vo,3
811,Column_811, sitz h,3
812,Column_812, sitz hi,3
2975,Column_2975,eitenve,3
368,Column_368, hi mi,3
8353,Column_8353,stu,3
2972,Column_2972,eite,3
7916,Column_7916,seit,3
7919,Column_7919,seitenv,3
6434,Column_6434,nde sa,3
8506,Column_8506,te b,3
419,Column_419, hinte,3
4452,Column_4452,hinten s,3
4322,Column_4322,hi ,3
1348,Column_1348,antens,3
2006,Column_2006,chtun,3
6277,Column_6277,n ph,3
5695,Column_5695,le ,3
4484,Column_4484,hme,3
1662,Column_1662,be ,3
1244,Column_1244,ahm,3
4160,Column_4160,gsschien,3
4761,Column_4761,idung g,3
544,Column_544, le,3
3534,Column_3534,erst,3
1215,Column_1215,aer,3
1821,Column_1821,bod,3
1504,Column_1504,aus,3
2334,Column_2334,den g,3
6609,Column_6609,nhau,3
3484,Column_3484,erkl ,3
4092,Column_4092,gla,3
2616,Column_2616,e s,3
1765,Column_1765,bl ,3
9791,Column_9791,theta_y,3
381,Column_381, hi s,2
3520,Column_3520,ers,2
7714,Column_7714,rte,2
1207,Column_1207,aen,2
534,Column_534, ladeka,2
738,Column_738, rl,2
320,Column_320, hal,2
1648,Column_1648,bdeckl,2
1143,Column_1143,abl,2
6800,Column_6800,nten s,2
7423,Column_7423,r s,2
885,Column_885, sto,2
9492,Column_9492,verklei,2
2950,Column_2950,einle,2
529,Column_529, lade,2
916,Column_916, th,2
1129,Column_1129,abdeckle,2
3255,Column_3255,enble,2
9706,Column_9706,z t,2
8191,Column_8191,ssen,2
9080,Column_9080,uer,2
1126,Column_1126,abdeck,2
2545,Column_2545,e l,2
9150,Column_9150,ule,2
397,Column_397, hi u,2
2099,Column_2099,ckung f,2
3224,Column_3224,en t,2
2931,Column_2931,eidung g,2
6482,Column_6482,nenblen,2
924,Column_924, tu,2
7052,Column_7052,oss,2
2084,Column_2084,cks,2
336,Column_336, he,2
2976,Column_2976,eitenver,2
8300,Column_8300,sterfue,2
1417,Column_1417,asd,2
2402,Column_2402,dung ,2
5399,Column_5399,kung ,2
9459,Column_9459,vc ,2
3292,Column_3292,ende sa,2
1159,Column_1159,acha,2
4772,Column_4772,idung v,2
762,Column_762, sae,2
2750,Column_2750,eboden,2
2075,Column_2075,ckr,2
9047,Column_9047,uch,2
4439,Column_4439,hin,2
4952,Column_4952,inte,2
7703,Column_7703,rst,2
3720,Column_3720,f hint,2
2442,Column_2442,e b,2
1149,Column_1149,ach,2
3320,Column_3320,enh,2
9330,Column_9330,uss,2
3321,Column_3321,enha,2
3916,Column_3916,g hin,2
1367,Column_1367,appe,2
1366,Column_1366,app,2
2668,Column_2668,e t,2
4290,Column_4290,hei,2
3672,Column_3672,ezug si,2
418,Column_418, hint,2
4345,Column_4345,hi m,2
3671,Column_3671,ezug s,2
6279,Column_6279,n phev,2
4605,Column_4605,i b,2
3378,Column_3378,env,2
238,Column_238, fen,2
2509,Column_2509,e h,2
7467,Column_7467,raum,2
1281,Column_1281,alt,2
2198,Column_2198,de ,2
459,Column_459, inn,2
6615,Column_6615,nhaut ,2
1927,Column_1927,cha,2
3608,Column_3608,euc,2
3817,Column_3817,frontsch,2
9281,Column_9281,unten,2
1003,Column_1003, verd,2
466,Column_466, isp ,2
8875,Column_8875,tuer,2
2238,Column_2238,de lade,2
3754,Column_3754,fens,2
3586,Column_3586,etz,2
7160,Column_7160,pe ,2
5292,Column_5292,klap,2
2617,Column_2617,e sa,2
1032,Column_1032, vor,2
1251,Column_1251,ahmen ,2
1250,Column_1250,ahmen,2
8836,Column_8836,tte,2
8444,Column_8444,t ob,2
6645,Column_6645,nlegeb,2
2254,Column_2254,de saeu,2
7233,Column_7233,ppe ,2
1491,Column_1491,aum,2
1520,Column_1520,aut hk,2
2949,Column_2949,einl,2
3380,Column_3380,enver,2
1119,Column_1119,abd ,2
4279,Column_4279,heckk,2
2284,Column_2284,deck,2
2913,Column_2913,eibe,2
1743,Column_1743,bez,2
5180,Column_5180,kanten,2
2904,Column_2904,ehrun,2
98,Column_98, br,2
278,Column_278, gp,2
1222,Column_1222,aeul,2
7815,Column_7815,sae,2
133,Column_133, dach,2
1827,Column_1827,boden g,2
3261,Column_3261,ende ,1
8401,Column_8401,t hi mit,1
533,Column_533, ladek,1
8483,Column_8483,tae,1
9151,Column_9151,ule ,1
9256,Column_9256,ung vo,1
3204,Column_3204,en p,1
604,Column_604, mitte ,1
4648,Column_4648,i mi,1
6985,Column_6985,onnenb,1
4432,Column_4432,himmel,1
1510,Column_1510,aussenh,1
5670,Column_5670,lauf,1
3873,Column_3873,g fe,1
6351,Column_6351,nbl,1
9167,Column_9167,ule unte,1
4431,Column_4431,himme,1
4430,Column_4430,himm,1
9331,Column_9331,usse,1
3877,Column_3877,g fenste,1
695,Column_695, pa,1
4490,Column_4490,hmen,1
8443,Column_8443,t o,1
6983,Column_6983,onne,1
9240,Column_9240,ung s,1
2237,Column_2237,de lad,1
3239,Column_3239,en unt,1
5555,Column_5555,l oben,1
4454,Column_4454,hkl,1
5714,Column_5714,le u,1
1579,Column_1579,bar,1
5552,Column_5552,l o,1
3257,Column_3257,enblend,1
3113,Column_3113,en b,1
3752,Column_3752,fen,1
753,Column_753, sa,1
1515,Column_1515,aut ,1
3758,Column_3758,fensterf,1
636,Column_636, ms,1
2288,Column_2288,decke,1
4564,Column_4564,htung he,1
3146,Column_3146,en h,1
9133,Column_9133,ug s,1
9282,Column_9282,unten ,1
1460,Column_1460,atte,1
4445,Column_4445,hinten g,1
4443,Column_4443,hinten ,1
8399,Column_8399,t hi mi,1
4442,Column_4442,hinten,1
5701,Column_5701,le m,1
535,Column_535, ladekan,1
3703,Column_3703,f hi ,1
4441,Column_4441,hinte,1
3260,Column_3260,ende,1
4455,Column_4455,hkl ,1
5618,Column_5618,l vor,1
1186,Column_1186,adeka,1
2089,Column_2089,ckscheib,1
8235,Column_8235,st h,1
1868,Column_1868,bremsleu,1
1061,Column_1061, wave ,1
6646,Column_6646,nlegebo,1
6657,Column_6657,nnen,1
4007,Column_4007,g tu,1
4204,Column_4204,halt,1
4205,Column_4205,halte,1
4212,Column_4212,han,1
8055,Column_8055,sitz hi,1
3428,Column_3428,er hi,1
8229,Column_8229,st ,1
3423,Column_3423,er h,1
4156,Column_4156,gssc,1
6508,Column_6508,ng g,1
1001,Column_1001, ve,1
6684,Column_6684,nsch,1
6688,Column_6688,nschutz ,1
508,Column_508, ku,1
8896,Column_8896,tung he,1
3610,Column_3610,eucht,1
3989,Column_3989,g sitz ,1
972,Column_972, unten,1
971,Column_971, unte,1
1286,Column_1286,altegrif,1
3478,Column_3478,erfuehru,1
8105,Column_8105,sp ,1
5894,Column_5894,lu ,1
6034,Column_6034,mit,1
1179,Column_1179,ade,1
3543,Column_3543,ert,1
8726,Column_8726,tf ,1
1165,Column_1165,achaus,1
1164,Column_1164,achau,1
4093,Column_4093,glas,1
6557,Column_6557,ng s,1
1803,Column_1803,blec,1
8701,Column_8701,terfue,1
8699,Column_8699,terf,1
8190,Column_8190,sse,1
1131,Column_1131,abdeckun,1
3581,Column_3581,est,1
1130,Column_1130,abdecku,1
1125,Column_1125,abdec,1
1216,Column_1216,aerk,1
1221,Column_1221,aeu,1
1824,Column_1824,boden ,1
1229,Column_1229,aeule u,1
3509,Column_3509,err,1
1831,Column_1831,boden hi,1
6602,Column_6602,ngs,1
1841,Column_1841,bom,1
1232,Column_1232,age,1
6704,Column_6704,nsterr,1
3624,Column_3624,eule m,1
5755,Column_5755,leiste ,1
7915,Column_7915,sei,1
878,Column_878, stf h,1
3665,Column_3665,ezu,1
8571,Column_8571,te s,1
6753,Column_6753,nten ,1
3327,Column_3327,enhaut ,1
8310,Column_8310,stf ,1
8311,Column_8311,stf h,1
3907,Column_3907,g hi,1
2063,Column_2063,ckklappe,1
7920,Column_7920,seitenve,1
7917,Column_7917,seite,1
2072,Column_2072,ckleis,1
4070,Column_4070,ger hi,1
8324,Column_8324,sti,1
3900,Column_3900,g he,1
5769,Column_5769,lende ,1
6423,Column_6423,nde lad,1
8338,Column_8338,sto,1
5767,Column_5767,lend,1
7906,Column_7906,sdecke,1
802,Column_802, si hi,1
801,Column_801, si h,1
3702,Column_3702,f hi,1
2087,Column_2087,cksche,1
879,Column_879, stf hi,1
880,Column_880, stf hi ,1
4264,Column_4264,hbl,1
4293,Column_4293,heibe ,1
1962,Column_1962,chie,1
3381,Column_3381,enverk,1
3626,Column_3626,eule mit,1
4280,Column_4280,heckkl,1
1973,Column_1973,chiene,1
6167,Column_6167,n f,1
3379,Column_3379,enve,1
1976,Column_1976,chl,1
934,Column_934, tv,1
3374,Column_3374,ent,1
927,Column_927, tuer ,1
6481,Column_6481,nenble,1
886,Column_886, stof,1
6725,Column_6725,nte ,1
6479,Column_6479,nenb,1
6461,Column_6461,ne ,1
3361,Column_3361,ensc,1
8585,Column_8585,tei,1
1652,Column_1652,bdecklei,1
8967,Column_8967,tz t,1
8975,Column_8975,tze ,1
1651,Column_1651,bdeckle,1
1343,Column_1343,anten,1
1349,Column_1349,antensc,1
2312,Column_2312,dek,1
9792,Column_9792,theta_z,1
2692,Column_2692,e us,1
2748,Column_2748,ebod,1
264,Column_264, fu,1
5120,Column_5120,itz h,1
311,Column_311, gr,1
2966,Column_2966,eist,1
2677,Column_2677,e u,1
5317,Column_5317,kopfs,1
5316,Column_5316,kopf,1
5315,Column_5315,kop,1
4871,Column_4871,iler ,1
211,Column_211, einsti,1
2969,Column_2969,eiste e,1
4790,Column_4790,ieg,1
4926,Column_4926,inlegebo,1
104,Column_104, bre,1
2811,Column_2811,eckl,1
106,Column_106, brems,1
422,Column_422, hk,1
5398,Column_5398,kung,1
421,Column_421, hinten ,1
2965,Column_2965,eis,1
4864,Column_4864,ile,1
420,Column_420, hinten,1
2573,Column_2573,e mi,1
91,Column_91, bomb,1
2380,Column_2380,dmu,1
2493,Column_2493,e einst,1
3037,Column_3037,el s,1
5066,Column_5066,ist,1
9534,Column_9534,vor,1
2683,Column_2683,e un,1
7028,Column_7028,orn,1
2926,Column_2926,eid,1
2690,Column_2690,e unten,1
7466,Column_7466,rau,1
50,Column_50, bas,1
7455,Column_7455,rahmen ,1
341,Column_341, heckkla,1
461,Column_461, innen,1
5215,Column_5215,kkl,1
9508,Column_9508,verst,1
2906,Column_2906,ehrung ,1
206,Column_206, eins,1
2574,Column_2574,e mit,1
312,Column_312, gra,1
7585,Column_7585,rkl ,1
9499,Column_9499,vers,1
2419,Column_2419,dung st,1
2886,Column_2886,eger ,1
239,Column_239, fens,1
9585,Column_9585,war,1
5087,Column_5087,itenv,1
2418,Column_2418,dung s,1
237,Column_237, fe,1
7013,Column_7013,opfst,1
131,Column_131, da,1
322,Column_322, halte,1
2409,Column_2409,dung hi,1
225,Column_225, esg,1
7410,Column_7410,r mitt,1
7313,Column_7313,pvc ,1
7232,Column_7232,ppe,1
2363,Column_2363,dic,1
9790,Column_9790,theta_x,1
321,Column_321, halt,1
2884,Column_2884,egeboden,1
5437,Column_5437,l a,1
2329,Column_2329,den,1
7012,Column_7012,opfs,1
3060,Column_3060,el vorn,1
339,Column_339, heckk,1
7445,Column_7445,r vor,1
2488,Column_2488,e ein,1
2401,Column_2401,dung,1
2579,Column_2579,e mitte,1
2578,Column_2578,e mitt,1
6571,Column_6571,ng tv,0
6578,Column_6578,ng vo,0
6563,Column_6563,ng stos,0
6579,Column_6579,ng vor,0
7212,Column_7212,pin,0
6562,Column_6562,ng sto,0
7213,Column_7213,pina,0
6569,Column_6569,ng tuer,0
6580,Column_6580,ng vorn,0
6581,Column_6581,ng vorn ,0
6572,Column_6572,ng tv ,0
7214,Column_7214,pko,0
6561,Column_6561,ng stf h,0
6564,Column_6564,ng stoss,0
7209,Column_7209,phev sch,0
7205,Column_7205,phev gp,0
6565,Column_6565,ng t,0
7206,Column_7206,phev gpr,0
6576,Column_6576,ng tv ri,0
6577,Column_6577,ng v,0
6566,Column_6566,ng th,0
7211,Column_7211,phev sto,0
6573,Column_6573,ng tv f,0
6567,Column_6567,ng tu,0
6574,Column_6574,ng tv fu,0
7210,Column_7210,phev st,0
6568,Column_6568,ng tue,0
6575,Column_6575,ng tv r,0
6570,Column_6570,ng tuer ,0
7208,Column_7208,phev sc,0
7207,Column_7207,phev s,0
6995,Column_6995,oof ,0
6560,Column_6560,ng stf ,0
6535,Column_6535,ng hkl,0
7226,Column_7226,poiler c,0
6541,Column_6541,ng kant,0
7227,Column_7227,poiler h,0
6540,Column_6540,ng kan,0
6539,Column_6539,ng ka,0
6538,Column_6538,ng k,0
6537,Column_6537,ng hkl s,0
7228,Column_7228,poiler m,0
6536,Column_6536,ng hkl ,0
7229,Column_7229,poiler o,0
7230,Column_7230,poilerb,0
6534,Column_6534,ng hk,0
6543,Column_6543,ng l,0
6533,Column_6533,ng hinte,0
6532,Column_6532,ng hint,0
6531,Column_6531,ng hin,0
6530,Column_6530,ng hi sr,0
6529,Column_6529,ng hi s,0
6528,Column_6528,ng hi ,0
6527,Column_6527,ng hi,0
7231,Column_7231,poilerbl,0
6526,Column_6526,ng hecks,0
6525,Column_6525,ng heckk,0
6524,Column_6524,ng heck,0
6542,Column_6542,ng kante,0
6544,Column_6544,ng le,0
6559,Column_6559,ng stf,0
7218,Column_7218,pkopfst,0
6558,Column_6558,ng st,0
7215,Column_7215,pkop,0
6556,Column_6556,ng phev ,0
6555,Column_6555,ng phev,0
6554,Column_6554,ng phe,0
6553,Column_6553,ng ph,0
7216,Column_7216,pkopf,0
6552,Column_6552,ng p,0
6551,Column_6551,ng luxl ,0
7217,Column_7217,pkopfs,0
6550,Column_6550,ng luxl,0
6549,Column_6549,ng lux,0
6545,Column_6545,ng lei,0
7219,Column_7219,pkopfst ,0
7220,Column_7220,pkopfstu,0
6582,Column_6582,nge,0
7221,Column_7221,poi,0
6548,Column_6548,ng lu,0
6547,Column_6547,ng leist,0
6546,Column_6546,ng leis,0
7222,Column_7222,poil,0
7223,Column_7223,poile,0
7224,Column_7224,poiler,0
7225,Column_7225,poiler ,0
7204,Column_7204,phev g,0
6591,Column_6591,nge stf ,0
6583,Column_6583,nge ,0
7174,Column_7174,pe um,0
6633,Column_6633,nhimme,0
6632,Column_6632,nhimm,0
6631,Column_6631,nhim,0
7170,Column_7170,pe hi mi,0
7171,Column_7171,pe s,0
6630,Column_6630,nhi,0
6629,Column_6629,nhaut sk,0
6628,Column_6628,nhaut sh,0
6627,Column_6627,nhaut s,0
7172,Column_7172,pe sr,0
7173,Column_7173,pe u,0
6626,Column_6626,nhaut pd,0
6634,Column_6634,nhimmel,0
7175,Column_7175,pe uml,0
7176,Column_7176,pe umla,0
6625,Column_6625,nhaut pa,0
6624,Column_6624,nhaut p,0
7177,Column_7177,pe umlau,0
7178,Column_7178,pe x,0
6623,Column_6623,nhaut ob,0
6622,Column_6622,nhaut o,0
6621,Column_6621,nhaut nd,0
6620,Column_6620,nhaut n,0
6619,Column_6619,nhaut hk,0
7169,Column_7169,pe hi m,0
6635,Column_6635,nhimmel ,0
6617,Column_6617,nhaut cf,0
6648,Column_6648,nleger,0
6660,Column_6660,nnen hi,0
6659,Column_6659,nnen h,0
6658,Column_6658,nnen ,0
7165,Column_7165,pe ausse,0
6656,Column_6656,nne wave,0
6655,Column_6655,nne wav,0
6654,Column_6654,nne wa,0
6653,Column_6653,nne w,0
6652,Column_6652,nne ,0
6650,Column_6650,nleger a,0
6649,Column_6649,nleger ,0
6647,Column_6647,nlegebod,0
6636,Column_6636,nkb,0
7166,Column_7166,pe h,0
7167,Column_7167,pe hi,0
6644,Column_6644,nlege,0
6643,Column_6643,nleg,0
6642,Column_6642,nle,0
6641,Column_6641,nkbarer ,0
6640,Column_6640,nkbarer,0
6639,Column_6639,nkbare,0
6638,Column_6638,nkbar,0
6637,Column_6637,nkba,0
7168,Column_7168,pe hi ,0
6618,Column_6618,nhaut h,0
6616,Column_6616,nhaut c,0
6584,Column_6584,nge d,0
6589,Column_6589,nge st,0
7191,Column_7191,pfst h,0
6595,Column_6595,nger hi,0
7192,Column_7192,pfst hi,0
7193,Column_7193,pfst hi ,0
7194,Column_7194,pfstu,0
6594,Column_6594,nger h,0
7195,Column_7195,pfstue,0
6593,Column_6593,nger ,0
6592,Column_6592,nger,0
7234,Column_7234,ppe a,0
6590,Column_6590,nge stf,0
6588,Column_6588,nge s,0
7189,Column_7189,pfst,0
6587,Column_6587,nge dach,0
7196,Column_7196,pfstuet,0
7197,Column_7197,pfstuetz,0
7198,Column_7198,pfstut,0
7199,Column_7199,pfstutz,0
7200,Column_7200,pfstutze,0
7201,Column_7201,phe,0
6586,Column_6586,nge dac,0
7202,Column_7202,phev,0
7203,Column_7203,phev ,0
6585,Column_6585,nge da,0
7190,Column_7190,pfst ,0
6596,Column_6596,nger hi ,0
7179,Column_7179,pe xe,0
6603,Column_6603,ngss,0
6614,Column_6614,nhaut,0
6613,Column_6613,nhaube s,0
6612,Column_6612,nhaube ,0
6611,Column_6611,nhaube,0
7180,Column_7180,pe xev,0
6610,Column_6610,nhaub,0
6608,Column_6608,nha,0
6607,Column_6607,ngsschie,0
6606,Column_6606,ngsschi,0
6605,Column_6605,ngssch,0
6604,Column_6604,ngssc,0
7181,Column_7181,pe xev ,0
7188,Column_7188,pfs,0
7182,Column_7182,pe xev h,0
6601,Column_6601,ngerverk,0
6600,Column_6600,ngerver,0
7183,Column_7183,pen,0
7184,Column_7184,pen ,0
6599,Column_6599,ngerve,0
6598,Column_6598,ngerv,0
7185,Column_7185,pen l,0
7186,Column_7186,pen lc,0
7187,Column_7187,pen lci,0
6597,Column_6597,nger hin,0
6523,Column_6523,ng hec,0
6512,Column_6512,ng gepae,0
7235,Column_7235,ppe au,0
6412,Column_6412,nde h,0
6410,Column_6410,nde ele,0
6409,Column_6409,nde el,0
7290,Column_7290,pr sa,0
6408,Column_6408,nde ece ,0
6407,Column_6407,nde ece,0
6406,Column_6406,nde ec,0
7291,Column_7291,pr sa ,0
7292,Column_7292,pr sa l,0
6405,Column_6405,nde e,0
7293,Column_7293,pr sa ln,0
6404,Column_6404,nde chn ,0
6403,Column_6403,nde chn,0
6402,Column_6402,nde ch,0
7294,Column_7294,pr si,0
6401,Column_6401,nde c,0
6400,Column_6400,nde basi,0
6399,Column_6399,nde bas,0
7295,Column_7295,pr sit,0
7296,Column_7296,pr sitz,0
6398,Column_6398,nde ba,0
6397,Column_6397,nde b,0
6396,Column_6396,nde auss,0
6395,Column_6395,nde aus,0
6394,Column_6394,nde au,0
6393,Column_6393,nde a,0
6392,Column_6392,nde ,0
6391,Column_6391,nde,0
6411,Column_6411,nde elek,0
7289,Column_7289,pr s,0
6389,Column_6389,nd vorn,0
6413,Column_6413,nde hb,0
6437,Column_6437,nde sau,0
6436,Column_6436,nde saeu,0
6435,Column_6435,nde sae,0
7284,Column_7284,pr lci,0
7285,Column_7285,pr p,0
6433,Column_6433,nde s,0
6432,Column_6432,nde rept,0
6431,Column_6431,nde rep,0
6430,Column_6430,nde re,0
6429,Column_6429,nde r,0
6428,Column_6428,nde pvc ,0
6427,Column_6427,nde pvc,0
6426,Column_6426,nde pv,0
6425,Column_6425,nde p,0
6424,Column_6424,nde lade,0
6422,Column_6422,nde labe,0
6421,Column_6421,nde lab,0
7286,Column_7286,pr ph,0
7287,Column_7287,pr phe,0
6420,Column_6420,nde la,0
6419,Column_6419,nde l,0
6418,Column_6418,nde heck,0
6417,Column_6417,nde hec,0
6416,Column_6416,nde he,0
7288,Column_7288,pr phev,0
6415,Column_6415,nde hbl ,0
6414,Column_6414,nde hbl,0
6390,Column_6390,nd vorne,0
6388,Column_6388,nd vor,0
7283,Column_7283,pr lc,0
6366,Column_6366,nd basi,0
6364,Column_6364,nd ba,0
7306,Column_7306,ptil a,0
6363,Column_6363,nd b,0
6362,Column_6362,nd ,0
6361,Column_6361,nbordig,0
6360,Column_6360,nbordi,0
6359,Column_6359,nbord,0
6358,Column_6358,nbor,0
6357,Column_6357,nbo,0
7307,Column_7307,ptil an,0
7308,Column_7308,ptil ant,0
6356,Column_6356,nblende ,0
6355,Column_6355,nblende,0
6354,Column_6354,nblend,0
6353,Column_6353,nblen,0
6352,Column_6352,nble,0
7309,Column_7309,ptil e,0
6350,Column_6350,nbauteil,0
6349,Column_6349,nbautei,0
7310,Column_7310,ptil ec,0
6348,Column_6348,nbaute,0
6347,Column_6347,nbaut,0
7311,Column_7311,ptil ece,0
7314,Column_7314,pvc u,0
6346,Column_6346,nbau,0
6345,Column_6345,nba,0
7315,Column_7315,pvc us,0
6365,Column_6365,nd bas,0
6367,Column_6367,nd basis,0
6387,Column_6387,nd vo,0
7305,Column_7305,ptil ,0
6386,Column_6386,nd v,0
6385,Column_6385,nd us ta,0
6384,Column_6384,nd us t,0
6383,Column_6383,nd us ,0
6382,Column_6382,nd us,0
6381,Column_6381,nd u,0
6380,Column_6380,nd mitte,0
6379,Column_6379,nd mitt,0
6378,Column_6378,nd mit,0
7297,Column_7297,pr sitze,0
7298,Column_7298,pr u,0
6377,Column_6377,nd mi,0
6376,Column_6376,nd m,0
6375,Column_6375,nd hinte,0
7299,Column_7299,pr un,0
7300,Column_7300,pr unt,0
6374,Column_6374,nd hint,0
7301,Column_7301,pr unte,0
6373,Column_6373,nd hin,0
6372,Column_6372,nd hi,0
6371,Column_6371,nd h,0
7302,Column_7302,pr unten,0
6370,Column_6370,nd ece,0
6369,Column_6369,nd ec,0
7303,Column_7303,pti,0
7304,Column_7304,ptil,0
6368,Column_6368,nd e,0
6438,Column_6438,nde saue,0
6439,Column_6439,nde sp,0
6522,Column_6522,ng he,0
7247,Column_7247,ppen lc,0
7249,Column_7249,ppk,0
6501,Column_6501,ng blen,0
6500,Column_6500,ng ble,0
6499,Column_6499,ng bl,0
6498,Column_6498,ng basis,0
6497,Column_6497,ng basi,0
7250,Column_7250,ppko,0
6496,Column_6496,ng bas,0
6495,Column_6495,ng ba,0
6494,Column_6494,ng b,0
7251,Column_7251,ppkop,0
7252,Column_7252,ppkopf,0
7253,Column_7253,ppkopfs,0
6492,Column_6492,nenhimme,0
6491,Column_6491,nenhimm,0
6490,Column_6490,nenhim,0
6489,Column_6489,nenhi,0
7254,Column_7254,ppkopfst,0
7255,Column_7255,pr ,0
